x,y
0.0,0.05193619404074848
0.005050505050505051,0.04972390586528151
0.010101010101010102,0.04757606149997647
0.015151515151515152,0.045492660944833355
0.020202020202020204,0.043473704199852164
0.025252525252525256,0.0415191912650329
0.030303030303030304,0.03962912214037557
0.03535353535353536,0.03780349682588015
0.04040404040404041,0.03604231532154667
0.045454545454545456,0.034345577627375105
0.05050505050505051,0.03271328374336546
0.05555555555555556,0.031145433669517757
0.06060606060606061,0.029642027405831974
0.06565656565656566,0.02820306495230811
0.07070707070707072,0.026828546308946176
0.07575757575757576,0.025518471475746173
0.08080808080808081,0.024272840452708083
0.08585858585858587,0.02309165323983193
0.09090909090909091,0.021974909837117695
0.09595959595959597,0.020922610244565393
0.10101010101010102,0.019934754462175006
0.10606060606060606,0.019011342489946556
0.11111111111111112,0.018152374327880028
0.11616161616161617,0.01735784997597542
0.12121212121212122,0.016627769434232748
0.12626262626262627,0.015962132702651996
0.13131313131313133,0.015360939781233166
0.13636363636363638,0.014824190669976256
0.14141414141414144,0.014351885368881281
0.14646464646464646,0.013944023877948228
0.15151515151515152,0.01360060619717711
0.15656565656565657,0.013321632326567912
0.16161616161616163,0.013107102266120628
0.16666666666666669,0.01295701601583528
0.17171717171717174,0.012871373575711866
0.1767676767676768,0.012850174945750366
0.18181818181818182,0.012893420125950787
0.18686868686868688,0.013001109116313136
0.19191919191919193,0.013173241916837428
0.196969696969697,0.013409818527523626
0.20202020202020204,0.013710838948371759
0.2070707070707071,0.014076303179381806
0.21212121212121213,0.014506211220553802
0.21717171717171718,0.015000563071887706
0.22222222222222224,0.01555935873338353
0.2272727272727273,0.016182598205041282
0.23232323232323235,0.016870281486860983
0.2373737373737374,0.017622408578842577
0.24242424242424243,0.01843897948098612
0.2474747474747475,0.01931999419329157
0.25252525252525254,0.02026545271575897
0.2575757575757576,0.021275355048388275
0.26262626262626265,0.022349701191179516
0.2676767676767677,0.02348849114413265
0.27272727272727276,0.02469172490724776
0.2777777777777778,0.02595940248052478
0.2828282828282829,0.027291523863963718
0.2878787878787879,0.028688089057564578
0.29292929292929293,0.030149098061327345
0.297979797979798,0.03167455087525209
0.30303030303030304,0.033264447499338726
0.3080808080808081,0.034918787933587284
0.31313131313131315,0.036637572177997776
0.31818181818181823,0.03842080023257022
0.32323232323232326,0.040268472097304525
0.3282828282828283,0.042180587772200795
0.33333333333333337,0.044157147257259
0.3383838383838384,0.04619815055247911
0.3434343434343435,0.048303597657861186
0.3484848484848485,0.05047348857340511
0.3535353535353536,0.052707823299111056
0.3585858585858586,0.05500660183497885
0.36363636363636365,0.05736982418100858
0.36868686868686873,0.059797490337200276
0.37373737373737376,0.06228960030355385
0.37878787878787884,0.06484615408006941
0.38383838383838387,0.06746715166674686
0.3888888888888889,0.0701525930635862
0.393939393939394,0.07290247827058752
0.398989898989899,0.07571680728775074
0.4040404040404041,0.07859558011507592
0.4090909090909091,0.08153879675256298
0.4141414141414142,0.08454645720021198
0.4191919191919192,0.08761856145802291
0.42424242424242425,0.09075510952599578
0.42929292929292934,0.09395610140413052
0.43434343434343436,0.09722153709242726
0.43939393939393945,0.1005514165908859
0.4444444444444445,0.10394573989950642
0.44949494949494956,0.10740450701828894
0.4545454545454546,0.1109277179472333
0.4595959595959596,0.11451537268633966
0.4646464646464647,0.11816747123560795
0.4696969696969697,0.12188401359503809
0.4747474747474748,0.1256649997646302
0.47979797979797983,0.1295104297443843
0.48484848484848486,0.1334203035343002
0.48989898989898994,0.1373946211343781
0.494949494949495,0.14143338254461787
0.5,0.1455365877650196
